0.000325,0.001852
0.000284,0.001610
0.000270,0.001527
0.000261,0.001469
0.000253,0.001418
0.000246,0.001373
0.000239,0.001332
0.000232,0.001294
0.000226,0.001259
0.000220,0.001226
0.000215,0.001196
0.000210,0.001168
0.000205,0.001141
0.000200,0.001116
0.000195,0.001092
0.000191,0.001069
0.000187,0.001048
0.000183,0.001027
0.000179,0.001007
0.000176,0.000988
0.000172,0.000969
0.000169,0.000952
0.000166,0.000935
0.000163,0.000918
0.000160,0.000902
0.000158,0.000887
0.000155,0.000872
0.000153,0.000857
0.000150,0.000843
0.000148,0.000830
0.000146,0.000816
0.000143,0.000804
0.000141,0.000791
0.000139,0.000779
0.000137,0.000767
0.000136,0.000756
0.000134,0.000744
0.000132,0.000733
0.000130,0.000723
0.000129,0.000712
0.000127,0.000702
0.000126,0.000692
0.000124,0.000683
0.000123,0.000673
0.000121,0.000664
0.000120,0.000655
0.000119,0.000646
0.000117,0.000638
0.000116,0.000630
0.000115,0.000621
0.000114,0.000613
0.000113,0.000606
0.000112,0.000598
0.000111,0.000591
0.000110,0.000583
0.000108,0.000576
0.000107,0.000569
0.000107,0.000562
0.000106,0.000556
0.000105,0.000549
0.000104,0.000543
0.000103,0.000537
0.000102,0.000530
0.000101,0.000524
0.000100,0.000519
0.000100,0.000513
0.000099,0.000507
0.000098,0.000502
0.000097,0.000496
0.000096,0.000491
0.000096,0.000485
0.000095,0.000480
0.000094,0.000475
0.000094,0.000470
0.000093,0.000466
0.000092,0.000461
0.000092,0.000456
0.000091,0.000451
0.000090,0.000447
0.000090,0.000443
0.000089,0.000438
0.000089,0.000434
0.000088,0.000430
0.000087,0.000426
0.000087,0.000422
0.000086,0.000418
0.000086,0.000414
0.000085,0.000410
0.000085,0.000406
0.000084,0.000402
0.000084,0.000399
0.000083,0.000395
0.000083,0.000392
0.000082,0.000388
0.000082,0.000385
0.000081,0.000381
0.000081,0.000378
0.000080,0.000375
0.000080,0.000371
0.000080,0.000368
0.000079,0.000365
0.000079,0.000362
0.000078,0.000359
0.000078,0.000356
0.000077,0.000353
0.000077,0.000350
0.000077,0.000347
0.000076,0.000345
0.000076,0.000342
0.000075,0.000339
0.000075,0.000337
0.000075,0.000334
0.000074,0.000331
0.000074,0.000329
0.000074,0.000326
0.000073,0.000324
0.000073,0.000321
0.000073,0.000319
0.000072,0.000316
0.000072,0.000314
0.000072,0.000312
0.000071,0.000309
0.000071,0.000307
0.000071,0.000305
0.000070,0.000303
0.000070,0.000301
0.000070,0.000298
0.000069,0.000296
0.000069,0.000294
0.000069,0.000292
0.000068,0.000290
0.000068,0.000288
0.000068,0.000286
0.000068,0.000284
0.000067,0.000282
0.000067,0.000280
0.000067,0.000279
0.000066,0.000277
0.000066,0.000275
0.000066,0.000273
0.000066,0.000271
0.000065,0.000269
0.000065,0.000268
0.000065,0.000266
0.000065,0.000264
0.000064,0.000263
0.000064,0.000261
0.000064,0.000259
0.000064,0.000258
0.000063,0.000256
0.000063,0.000254
0.000063,0.000253
0.000063,0.000251
0.000062,0.000250
0.000062,0.000248
0.000062,0.000247
0.000062,0.000245
0.000061,0.000244
0.000061,0.000242
0.000061,0.000241
0.000061,0.000240
0.000061,0.000238
0.000060,0.000237
0.000060,0.000235
0.000060,0.000234
0.000060,0.000233
0.000059,0.000231
0.000059,0.000230
0.000059,0.000229
0.000059,0.000227
0.000059,0.000226
0.000058,0.000225
0.000058,0.000224
0.000058,0.000222
0.000058,0.000221
0.000058,0.000220
0.000057,0.000219
0.000057,0.000218
0.000057,0.000216
0.000057,0.000215
0.000057,0.000214
0.000056,0.000213
0.000056,0.000212
0.000056,0.000211
0.000056,0.000210
0.000056,0.000209
0.000056,0.000208
0.000055,0.000206
0.000055,0.000205
0.000055,0.000204
0.000055,0.000203
0.000055,0.000202
0.000054,0.000201
0.000054,0.000200
0.000054,0.000199
0.000054,0.000198
0.000054,0.000197
0.000054,0.000196
0.000053,0.000195
0.000053,0.000194
