0.000422,0.002511
0.000370,0.002226
0.000347,0.002114
0.000332,0.002054
0.000321,0.002009
0.000310,0.001971
0.000301,0.001937
0.000292,0.001904
0.000283,0.001873
0.000275,0.001844
0.000268,0.001816
0.000260,0.001789
0.000254,0.001764
0.000247,0.001740
0.000241,0.001717
0.000235,0.001695
0.000230,0.001674
0.000225,0.001654
0.000220,0.001635
0.000215,0.001616
0.000210,0.001598
0.000206,0.001581
0.000202,0.001565
0.000198,0.001549
0.000194,0.001534
0.000191,0.001519
0.000187,0.001505
0.000184,0.001491
0.000181,0.001478
0.000178,0.001465
0.000175,0.001453
0.000172,0.001440
0.000169,0.001429
0.000167,0.001417
0.000164,0.001406
0.000162,0.001396
0.000159,0.001385
0.000157,0.001375
0.000155,0.001366
0.000153,0.001356
0.000151,0.001347
0.000149,0.001338
0.000147,0.001329
0.000145,0.001320
0.000143,0.001312
0.000142,0.001303
0.000140,0.001295
0.000138,0.001287
0.000137,0.001280
0.000135,0.001272
0.000134,0.001265
0.000132,0.001257
0.000131,0.001250
0.000130,0.001243
0.000128,0.001236
0.000127,0.001230
0.000126,0.001223
0.000125,0.001216
0.000123,0.001210
0.000122,0.001204
0.000121,0.001198
0.000120,0.001192
0.000119,0.001186
0.000118,0.001180
0.000117,0.001174
0.000116,0.001168
0.000115,0.001163
0.000114,0.001157
0.000113,0.001152
0.000112,0.001146
0.000111,0.001141
0.000110,0.001136
0.000109,0.001130
0.000109,0.001125
0.000108,0.001120
0.000107,0.001115
0.000106,0.001110
0.000105,0.001106
0.000105,0.001101
0.000104,0.001096
0.000103,0.001091
0.000103,0.001087
0.000102,0.001082
0.000101,0.001078
0.000101,0.001073
0.000100,0.001069
0.000099,0.001064
0.000099,0.001060
0.000098,0.001056
0.000097,0.001052
0.000097,0.001047
0.000096,0.001043
0.000096,0.001039
0.000095,0.001035
0.000094,0.001031
0.000094,0.001027
0.000093,0.001023
0.000093,0.001019
0.000092,0.001015
0.000092,0.001011
0.000091,0.001008
0.000091,0.001004
0.000090,0.001000
0.000090,0.000996
0.000089,0.000993
0.000089,0.000989
0.000088,0.000985
0.000088,0.000982
0.000088,0.000978
0.000087,0.000975
0.000087,0.000971
0.000086,0.000968
0.000086,0.000964
0.000085,0.000961
0.000085,0.000957
0.000085,0.000954
0.000084,0.000951
0.000084,0.000947
0.000083,0.000944
0.000083,0.000941
0.000083,0.000937
0.000082,0.000934
0.000082,0.000931
0.000081,0.000928
0.000081,0.000925
0.000081,0.000921
0.000080,0.000918
0.000080,0.000915
0.000080,0.000912
0.000079,0.000909
0.000079,0.000906
0.000079,0.000903
0.000078,0.000900
0.000078,0.000897
0.000078,0.000894
0.000077,0.000891
0.000077,0.000888
0.000077,0.000885
0.000076,0.000883
0.000076,0.000880
0.000076,0.000877
0.000076,0.000874
0.000075,0.000871
0.000075,0.000868
0.000075,0.000866
0.000074,0.000863
0.000074,0.000860
0.000074,0.000857
0.000074,0.000855
0.000073,0.000852
0.000073,0.000849
0.000073,0.000847
0.000072,0.000844
0.000072,0.000842
0.000072,0.000839
0.000072,0.000836
0.000071,0.000834
0.000071,0.000831
0.000071,0.000829
0.000071,0.000826
0.000070,0.000824
0.000070,0.000821
0.000070,0.000819
0.000070,0.000816
0.000069,0.000814
0.000069,0.000811
0.000069,0.000809
0.000069,0.000806
0.000068,0.000804
0.000068,0.000802
0.000068,0.000799
0.000068,0.000797
0.000068,0.000795
0.000067,0.000792
0.000067,0.000790
0.000067,0.000788
0.000067,0.000785
0.000066,0.000783
0.000066,0.000781
0.000066,0.000779
0.000066,0.000776
0.000066,0.000774
0.000065,0.000772
0.000065,0.000770
0.000065,0.000768
0.000065,0.000765
0.000065,0.000763
0.000064,0.000761
0.000064,0.000759
0.000064,0.000757
0.000064,0.000755
0.000064,0.000753
0.000063,0.000751
0.000063,0.000748
0.000063,0.000746
0.000063,0.000744
0.000063,0.000742
0.000063,0.000740
0.000062,0.000738
0.000062,0.000736
